id,listing_url,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,review_scores_value
30961128,https://www.airbnb.com/rooms/30961128,Leblon,-22.98254,-43.21771,Entire home/apt,6,1.5,1.0,1.0,604.0,5.0,4.0
1315123453240383430,https://www.airbnb.com/rooms/1315123453240383430,Copacabana,-22.97469,-43.18998,Entire home/apt,4,1.0,1.0,1.0,650.0,5.0,5.0
1191965972481335862,https://www.airbnb.com/rooms/1191965972481335862,Ipanema,-22.980691981862023,-43.19987766771799,Entire home/apt,4,1.0,2.0,2.0,359.0,4.33,4.33
1291378872433740759,https://www.airbnb.com/rooms/1291378872433740759,Leblon,-22.98535,-43.22866,Entire home/apt,2,1.0,1.0,1.0,511.0,4.86,4.71
978891815432159405,https://www.airbnb.com/rooms/978891815432159405,Jacarepaguá,-22.972025175509817,-43.38805191462696,Entire home/apt,7,2.0,3.0,5.0,550.0,4.0,4.0
1363076129541286877,https://www.airbnb.com/rooms/1363076129541286877,Copacabana,-22.97456,-43.18897,Entire home/apt,4,1.0,1.0,1.0,1000.0,,
1391242001017043340,https://www.airbnb.com/rooms/1391242001017043340,Gávea,-22.9762481,-43.2298767,Entire home/apt,7,3.0,3.0,5.0,329.0,,
1054440907692798652,https://www.airbnb.com/rooms/1054440907692798652,Ipanema,-22.98297,-43.20006,Entire home/apt,4,1.0,1.0,2.0,351.0,5.0,5.0
1303814096698525533,https://www.airbnb.com/rooms/1303814096698525533,Barra da Tijuca,-23.012169991315773,-43.32169521600008,Entire home/apt,5,2.0,2.0,2.0,616.0,3.5,3.0
615020619008956311,https://www.airbnb.com/rooms/615020619008956311,Copacabana,-22.981527,-43.189816,Entire home/apt,11,3.0,3.0,3.0,1000.0,,
11044098,https://www.airbnb.com/rooms/11044098,Tijuca,-22.93096,-43.23166,Entire home/apt,6,2.0,3.0,5.0,500.0,4.79,4.79
30303726,https://www.airbnb.com/rooms/30303726,Botafogo,-22.94175338745117,-43.1805419921875,Entire home/apt,3,1.0,1.0,2.0,237.0,5.0,4.97
1446748718549904933,https://www.airbnb.com/rooms/1446748718549904933,Ipanema,-22.98527,-43.1955,Entire home/apt,2,1.0,1.0,1.0,424.0,,
1359322113355849032,https://www.airbnb.com/rooms/1359322113355849032,Barra da Tijuca,-22.98446312505062,-43.38211640129033,Entire home/apt,6,2.5,3.0,3.0,850.0,,
641167737591124306,https://www.airbnb.com/rooms/641167737591124306,Copacabana,-22.97242,-43.19346,Entire home/apt,6,3.0,3.0,3.0,824.0,4.48,4.52
1384183804181116420,https://www.airbnb.com/rooms/1384183804181116420,Ipanema,-22.98446,-43.19713,Entire home/apt,6,2.0,3.0,3.0,606.0,5.0,5.0
53328298,https://www.airbnb.com/rooms/53328298,Vargem Grande,-22.97243,-43.49485,Entire home/apt,4,4.0,10.0,39.0,200.0,1.0,2.0
995563517339709401,https://www.airbnb.com/rooms/995563517339709401,Grajaú,-22.92278,-43.25702,Private room,3,2.0,1.0,3.0,187.0,5.0,5.0
876835997647371301,https://www.airbnb.com/rooms/876835997647371301,Copacabana,-22.9818051,-43.1942513,Entire home/apt,3,1.5,1.0,3.0,300.0,4.93,4.93
26220434,https://www.airbnb.com/rooms/26220434,Copacabana,-22.97076,-43.18467,Entire home/apt,6,1.5,2.0,6.0,247.0,4.88,4.77
1379885781969264693,https://www.airbnb.com/rooms/1379885781969264693,Jacarepaguá,-22.97171952956019,-43.32639081152785,Entire home/apt,3,1.0,2.0,2.0,240.0,,
3124781,https://www.airbnb.com/rooms/3124781,Copacabana,-22.966157913208008,-43.17861175537109,Entire home/apt,5,2.0,3.0,4.0,270.0,4.73,4.68
720973305824723934,https://www.airbnb.com/rooms/720973305824723934,Barra da Tijuca,-23.00925,-43.35636,Entire home/apt,5,3.0,3.0,4.0,850.0,,
13622072,https://www.airbnb.com/rooms/13622072,Ipanema,-22.98115,-43.20445,Entire home/apt,4,2.0,2.0,2.0,1000.0,5.0,5.0
1063815039074111639,https://www.airbnb.com/rooms/1063815039074111639,Catete,-22.92569006849179,-43.18253216737914,Private room,1,1.0,1.0,1.0,270.0,4.5,3.5
2279154,https://www.airbnb.com/rooms/2279154,Copacabana,-22.96768,-43.18497,Entire home/apt,6,1.5,3.0,4.0,360.0,4.83,4.76
46358459,https://www.airbnb.com/rooms/46358459,Santa Teresa,-22.91766,-43.18477,Entire home/apt,2,1.0,1.0,2.0,250.0,4.98,4.8
38506458,https://www.airbnb.com/rooms/38506458,Barra da Tijuca,-23.00136,-43.39309,Entire home/apt,5,3.0,3.0,3.0,751.0,5.0,4.91
1348789733935411104,https://www.airbnb.com/rooms/1348789733935411104,Recreio dos Bandeirantes,-23.02802,-43.46922,Entire home/apt,6,4.0,3.0,4.0,891.0,,
1225413429364141230,https://www.airbnb.com/rooms/1225413429364141230,Botafogo,-22.9533058,-43.1825704,Entire home/apt,2,1.0,1.0,1.0,579.0,5.0,4.86
1362583985862503927,https://www.airbnb.com/rooms/1362583985862503927,Copacabana,-22.967981770146206,-43.184697702527046,Private room,2,1.0,1.0,1.0,184.0,5.0,5.0
844440740606803718,https://www.airbnb.com/rooms/844440740606803718,Copacabana,-22.9650174,-43.1793411,Entire home/apt,4,1.0,1.0,2.0,279.0,4.33,4.56
832806916675810429,https://www.airbnb.com/rooms/832806916675810429,Copacabana,-22.967262307049268,-43.18597346137695,Entire home/apt,4,1.5,2.0,2.0,797.0,5.0,4.9
852900198645139176,https://www.airbnb.com/rooms/852900198645139176,Leblon,-22.982483370388408,-43.2231148908788,Entire home/apt,4,1.0,1.0,2.0,224.0,4.66,4.66
2980400,https://www.airbnb.com/rooms/2980400,Recreio dos Bandeirantes,-23.02832,-43.47387,Entire home/apt,8,2.0,3.0,6.0,258.0,4.75,4.61
2856217,https://www.airbnb.com/rooms/2856217,Recreio dos Bandeirantes,-23.0179,-43.46937,Entire home/apt,10,2.5,3.0,5.0,280.0,4.69,4.55
697361587616357873,https://www.airbnb.com/rooms/697361587616357873,Recreio dos Bandeirantes,-23.01394,-43.44717,Entire home/apt,7,2.0,3.0,4.0,743.0,4.96,4.8
15745896,https://www.airbnb.com/rooms/15745896,Copacabana,-22.96477,-43.17567,Entire home/apt,2,1.0,1.0,2.0,351.0,4.91,4.78
23610471,https://www.airbnb.com/rooms/23610471,Ipanema,-22.98339,-43.20968,Entire home/apt,4,1.0,1.0,2.0,300.0,4.46,4.41
1085767755248594372,https://www.airbnb.com/rooms/1085767755248594372,Copacabana,-22.9641358,-43.1898909,Entire home/apt,5,1.0,2.0,2.0,465.0,,
1219419170937187405,https://www.airbnb.com/rooms/1219419170937187405,Camorim,-22.9763643,-43.4164512,Entire home/apt,3,1.0,1.0,1.0,272.0,5.0,5.0
1371859334856237894,https://www.airbnb.com/rooms/1371859334856237894,Botafogo,-22.9561698,-43.1811972,Entire home/apt,5,1.0,1.0,4.0,272.0,5.0,5.0
1270398180139574975,https://www.airbnb.com/rooms/1270398180139574975,Copacabana,-22.96981,-43.19029,Entire home/apt,4,2.0,2.0,3.0,366.0,5.0,5.0
38515444,https://www.airbnb.com/rooms/38515444,Vargem Grande,-22.96567,-43.4749,Private room,3,1.5,1.0,2.0,240.0,,
1023347627373511021,https://www.airbnb.com/rooms/1023347627373511021,Tijuca,-22.917807455157902,-43.22800553239634,Private room,2,1.0,1.0,1.0,329.0,5.0,5.0
1061680522619123679,https://www.airbnb.com/rooms/1061680522619123679,Jardim Botânico,-22.9602168,-43.2082432,Entire home/apt,5,3.0,2.0,4.0,900.0,,
1387910824220179109,https://www.airbnb.com/rooms/1387910824220179109,Flamengo,-22.9399329,-43.1757308,Entire home/apt,2,1.0,1.0,1.0,180.0,5.0,5.0
3496498,https://www.airbnb.com/rooms/3496498,Copacabana,-22.98537,-43.19008,Entire home/apt,7,2.0,2.0,3.0,359.0,4.59,4.65
53542087,https://www.airbnb.com/rooms/53542087,Recreio dos Bandeirantes,-23.0191,-43.46115,Entire home/apt,6,3.0,3.0,4.0,800.0,5.0,5.0
1272534072263927073,https://www.airbnb.com/rooms/1272534072263927073,Barra da Tijuca,-23.0017467,-43.3086661,Entire home/apt,4,1.0,1.0,1.0,116.0,,
25740131,https://www.airbnb.com/rooms/25740131,Ipanema,-22.9828,-43.19807,Private room,2,1.0,1.0,1.0,272.0,4.92,4.76
668639832203528874,https://www.airbnb.com/rooms/668639832203528874,Copacabana,-22.9791033,-43.1914193,Entire home/apt,2,1.0,1.0,2.0,309.0,4.88,4.94
46066007,https://www.airbnb.com/rooms/46066007,Cosme Velho,-22.94152,-43.19829,Entire home/apt,3,2.0,1.0,2.0,220.0,5.0,5.0
760128115124311998,https://www.airbnb.com/rooms/760128115124311998,Recreio dos Bandeirantes,-23.022751105923664,-43.50970361777016,Private room,2,1.0,1.0,1.0,220.0,,
1417469616025200166,https://www.airbnb.com/rooms/1417469616025200166,Laranjeiras,-22.93461,-43.18623,Shared room,4,1.0,1.0,4.0,90.0,,
1303158602321572608,https://www.airbnb.com/rooms/1303158602321572608,Flamengo,-22.9381482,-43.1766769,Private room,2,1.0,1.0,1.0,300.0,5.0,4.6
1188438032209768226,https://www.airbnb.com/rooms/1188438032209768226,Recreio dos Bandeirantes,-23.026453802990066,-43.47740740424886,Entire home/apt,4,1.0,2.0,4.0,143.0,,
973205464235352111,https://www.airbnb.com/rooms/973205464235352111,Ipanema,-22.98323205661303,-43.20179745554924,Entire home/apt,3,1.0,1.0,1.0,330.0,4.91,4.81
1274384803165088475,https://www.airbnb.com/rooms/1274384803165088475,Portuguesa,-22.80048,-43.20576,Private room,3,1.0,1.0,4.0,102.0,4.78,4.78
1281258313942970042,https://www.airbnb.com/rooms/1281258313942970042,Leme,-22.96172372173349,-43.16868893802166,Entire home/apt,2,1.0,1.0,1.0,444.0,5.0,5.0
565729652880029007,https://www.airbnb.com/rooms/565729652880029007,Gamboa,-22.89762,-43.18845,Entire home/apt,2,1.0,1.0,1.0,136.0,4.09,4.09
40948986,https://www.airbnb.com/rooms/40948986,Ipanema,-22.98535,-43.2023,Entire home/apt,6,3.0,2.0,4.0,1005.0,4.97,4.79
1209510868260258125,https://www.airbnb.com/rooms/1209510868260258125,Ipanema,-22.985705906557826,-43.19470261006043,Entire home/apt,4,1.0,1.0,2.0,178.0,4.75,4.64
47235909,https://www.airbnb.com/rooms/47235909,Ipanema,-22.98522,-43.21154,Entire home/apt,3,1.0,1.0,2.0,276.0,4.76,4.63
9935612,https://www.airbnb.com/rooms/9935612,Copacabana,-22.96554,-43.175388,Entire home/apt,5,2.0,1.0,4.0,385.0,4.89,4.81
861094302701334397,https://www.airbnb.com/rooms/861094302701334397,Barra da Tijuca,-22.9883631,-43.3638919,Private room,2,1.0,1.0,2.0,260.0,4.71,4.71
15630685,https://www.airbnb.com/rooms/15630685,Flamengo,-22.93248,-43.17601,Entire home/apt,1,1.0,1.0,2.0,185.0,4.9,4.83
15200759,https://www.airbnb.com/rooms/15200759,Copacabana,-22.9822,-43.19318,Entire home/apt,3,1.0,1.0,2.0,151.0,4.83,4.73
1013867534573571642,https://www.airbnb.com/rooms/1013867534573571642,Leme,-22.9608,-43.16992,Entire home/apt,3,1.0,1.0,1.0,258.0,4.83,4.83
959635249467045149,https://www.airbnb.com/rooms/959635249467045149,Copacabana,-22.96179178926231,-43.174881990333326,Entire home/apt,4,1.0,1.0,3.0,384.0,4.67,4.33
39935707,https://www.airbnb.com/rooms/39935707,Botafogo,-22.94538,-43.18359,Entire home/apt,2,1.0,2.0,3.0,426.0,,
54057990,https://www.airbnb.com/rooms/54057990,Jacarepaguá,-22.96976,-43.39229,Entire home/apt,5,2.0,3.0,4.0,922.0,,
1438400727723848579,https://www.airbnb.com/rooms/1438400727723848579,Taquara,-22.92699,-43.3897,Entire home/apt,5,1.0,2.0,6.0,165.0,,
923987506869778482,https://www.airbnb.com/rooms/923987506869778482,Barra da Tijuca,-23.007891247214417,-43.32776103168726,Entire home/apt,5,2.0,2.0,3.0,893.0,5.0,4.6
13659916,https://www.airbnb.com/rooms/13659916,Barra da Tijuca,-23.00394,-43.3291,Entire home/apt,4,1.0,2.0,3.0,270.0,4.93,4.83
681016570069259727,https://www.airbnb.com/rooms/681016570069259727,Copacabana,-22.96965,-43.18464,Private room,2,1.0,1.0,1.0,150.0,4.95,4.95
1344952787995966445,https://www.airbnb.com/rooms/1344952787995966445,Copacabana,-22.964655115803733,-43.18225292423509,Private room,2,0.0,1.0,2.0,145.0,4.72,4.72
1326277888574753268,https://www.airbnb.com/rooms/1326277888574753268,Copacabana,-22.96294,-43.17497,Entire home/apt,6,1.5,2.0,3.0,390.0,5.0,4.88
1057360178444984671,https://www.airbnb.com/rooms/1057360178444984671,Camorim,-22.982792387571056,-43.42338543136848,Entire home/apt,4,1.0,1.0,1.0,270.0,5.0,5.0
9494941,https://www.airbnb.com/rooms/9494941,Copacabana,-22.9724,-43.18868,Entire home/apt,4,1.0,1.0,2.0,230.0,4.82,4.52
1397062995934547289,https://www.airbnb.com/rooms/1397062995934547289,Santa Teresa,-22.91556144054049,-43.18143479526043,Private room,3,1.0,1.0,2.0,117.0,,
783145545832933345,https://www.airbnb.com/rooms/783145545832933345,Camorim,-22.9804488,-43.4226697,Entire home/apt,2,1.0,1.0,1.0,266.0,,
14414448,https://www.airbnb.com/rooms/14414448,Copacabana,-22.97271,-43.18947,Entire home/apt,4,1.0,1.0,4.0,182.0,4.58,4.65
935560083554712764,https://www.airbnb.com/rooms/935560083554712764,Ipanema,-22.98359,-43.20046,Entire home/apt,4,0.0,2.0,1.0,436.0,4.76,4.79
22205829,https://www.airbnb.com/rooms/22205829,Urca,-22.94425,-43.16015,Private room,1,1.0,1.0,1.0,320.0,4.86,4.57
1204290957381813031,https://www.airbnb.com/rooms/1204290957381813031,Laranjeiras,-22.93924,-43.18992,Private room,1,1.0,1.0,1.0,124.0,,
1420510387949930622,https://www.airbnb.com/rooms/1420510387949930622,Botafogo,-22.9497455,-43.1824266,Entire home/apt,2,1.0,1.0,1.0,188.0,5.0,5.0
1444329245436562562,https://www.airbnb.com/rooms/1444329245436562562,Copacabana,-22.96336,-43.18,Entire home/apt,4,1.0,1.0,2.0,205.0,,
15717892,https://www.airbnb.com/rooms/15717892,Ipanema,-22.98241,-43.19821,Entire home/apt,4,3.0,2.0,2.0,582.0,4.81,4.66
1331799350294594437,https://www.airbnb.com/rooms/1331799350294594437,Copacabana,-22.96966,-43.18655,Entire home/apt,7,3.0,3.0,3.0,990.0,,
960241834529841358,https://www.airbnb.com/rooms/960241834529841358,Laranjeiras,-22.93116,-43.18021,Entire home/apt,3,1.0,1.0,2.0,195.0,4.53,4.4
1081142985543014966,https://www.airbnb.com/rooms/1081142985543014966,Recreio dos Bandeirantes,-23.02595,-43.47396,Entire home/apt,3,1.0,1.0,2.0,210.0,3.5,4.0
53463762,https://www.airbnb.com/rooms/53463762,Leme,-22.962326049804688,-43.169376373291016,Entire home/apt,4,1.0,2.0,1.0,218.0,5.0,4.71
1380407196068640043,https://www.airbnb.com/rooms/1380407196068640043,Copacabana,-22.9780878,-43.189735,Entire home/apt,12,2.0,4.0,10.0,750.0,,
825913202194973753,https://www.airbnb.com/rooms/825913202194973753,Vigário Geral,-22.80822,-43.30347,Entire home/apt,4,2.0,2.0,3.0,422.0,,
701888674767193699,https://www.airbnb.com/rooms/701888674767193699,Jacarepaguá,-22.97184,-43.41519,Entire home/apt,3,1.0,2.0,3.0,283.0,4.5,4.75
1380588214817945878,https://www.airbnb.com/rooms/1380588214817945878,Jacarepaguá,-22.972707212981785,-43.39414268732071,Entire home/apt,8,3.0,4.0,5.0,975.0,4.0,5.0
846477795157517335,https://www.airbnb.com/rooms/846477795157517335,Ipanema,-22.9843718,-43.1943843,Entire home/apt,2,1.0,1.0,1.0,330.0,4.87,4.77
1130379214267432958,https://www.airbnb.com/rooms/1130379214267432958,Botafogo,-22.958176523177183,-43.18370644211424,Entire home/apt,5,1.5,2.0,3.0,444.0,4.8,4.9
24869959,https://www.airbnb.com/rooms/24869959,Barra da Tijuca,-22.988,-43.35893,Private room,3,2.0,2.0,2.0,414.0,3.5,3.0
994983969082074639,https://www.airbnb.com/rooms/994983969082074639,Botafogo,-22.9480079,-43.1846635,Entire home/apt,2,1.0,1.0,1.0,308.0,4.9,4.71
10893992,https://www.airbnb.com/rooms/10893992,Copacabana,-22.96892547607422,-43.18542098999024,Entire home/apt,4,1.0,1.0,3.0,288.0,4.93,4.89
1253273709313129435,https://www.airbnb.com/rooms/1253273709313129435,Flamengo,-22.93103376367152,-43.17716130289487,Entire home/apt,2,0.0,0.0,1.0,201.0,4.75,4.75
1365537232529150642,https://www.airbnb.com/rooms/1365537232529150642,Centro,-22.900006808050424,-43.17795160798464,Entire home/apt,4,0.5,1.0,1.0,254.0,5.0,4.8
787862895534609062,https://www.airbnb.com/rooms/787862895534609062,Barra da Tijuca,-23.00981365982259,-43.34878245929644,Entire home/apt,4,1.0,1.0,3.0,379.0,5.0,4.93
1142810897841019137,https://www.airbnb.com/rooms/1142810897841019137,Leme,-22.962745221479583,-43.17033313214779,Entire home/apt,4,2.0,1.0,2.0,361.0,4.82,4.82
1229050703048269792,https://www.airbnb.com/rooms/1229050703048269792,Laranjeiras,-22.934998471299163,-43.18182773888111,Entire home/apt,4,1.5,2.0,1.0,400.0,5.0,5.0
1066711270515663344,https://www.airbnb.com/rooms/1066711270515663344,Copacabana,-22.9862764,-43.1918032,Entire home/apt,4,1.0,1.0,1.0,407.0,5.0,4.5
976157772523772299,https://www.airbnb.com/rooms/976157772523772299,Praça da Bandeira,-22.91353,-43.21127,Private room,1,1.0,1.0,1.0,97.0,5.0,5.0
2080198,https://www.airbnb.com/rooms/2080198,Jardim Botânico,-22.96337,-43.21864,Entire home/apt,4,1.0,1.0,3.0,124.0,4.57,4.5
815388796517732142,https://www.airbnb.com/rooms/815388796517732142,Copacabana,-22.9769551,-43.18892109999999,Entire home/apt,4,1.0,1.0,2.0,600.0,4.71,4.71
1397094787898087836,https://www.airbnb.com/rooms/1397094787898087836,Santa Teresa,-22.923516597328696,-43.19239095551356,Private room,1,1.0,1.0,1.0,70.0,,
40225896,https://www.airbnb.com/rooms/40225896,Jacarepaguá,-22.96716,-43.3667,Private room,3,1.0,1.0,2.0,148.0,4.77,4.79
1055273911176511755,https://www.airbnb.com/rooms/1055273911176511755,Copacabana,-22.96580590338935,-43.193442608519845,Private room,1,1.0,1.0,1.0,48.0,3.0,3.33
2413517,https://www.airbnb.com/rooms/2413517,Ipanema,-22.98361,-43.19856,Private room,2,1.0,1.0,1.0,212.0,4.79,4.76
1934374,https://www.airbnb.com/rooms/1934374,Laranjeiras,-22.93486,-43.18633,Private room,2,1.0,1.0,1.0,139.0,5.0,4.75
13915871,https://www.airbnb.com/rooms/13915871,Copacabana,-22.98456,-43.19246,Entire home/apt,6,3.5,3.0,3.0,793.0,4.93,4.91
11541257,https://www.airbnb.com/rooms/11541257,Urca,-22.947989108059385,-43.16284072720108,Entire home/apt,2,1.0,1.0,1.0,225.0,4.83,4.89
1393478068463615231,https://www.airbnb.com/rooms/1393478068463615231,Praça da Bandeira,-22.9130568,-43.2127016,Private room,8,2.0,1.0,5.0,160.0,,
40788341,https://www.airbnb.com/rooms/40788341,Copacabana,-22.96870502947176,-43.18828481300022,Entire home/apt,5,1.0,1.0,1.0,218.0,5.0,5.0
1010086118265057201,https://www.airbnb.com/rooms/1010086118265057201,Copacabana,-22.9777926,-43.1912499,Private room,5,1.0,1.0,1.0,656.0,5.0,4.5
46379092,https://www.airbnb.com/rooms/46379092,Tijuca,-22.93128,-43.24887,Private room,4,1.5,1.0,2.0,228.0,5.0,4.98
1408835663038284069,https://www.airbnb.com/rooms/1408835663038284069,Camorim,-22.9835777,-43.4154692,Entire home/apt,2,1.0,1.0,2.0,163.0,5.0,4.0
1399314664036175679,https://www.airbnb.com/rooms/1399314664036175679,Catete,-22.92602,-43.17797,Shared room,1,1.0,1.0,2.0,140.0,5.0,5.0
1338336930679657599,https://www.airbnb.com/rooms/1338336930679657599,Copacabana,-22.96213,-43.17405,Entire home/apt,4,1.0,2.0,3.0,258.0,5.0,5.0
1403548498207312374,https://www.airbnb.com/rooms/1403548498207312374,Camorim,-22.975503388143714,-43.41465411230316,Entire home/apt,2,1.0,1.0,1.0,160.0,,
1079902727879873785,https://www.airbnb.com/rooms/1079902727879873785,Botafogo,-22.95271710338197,-43.18208187818527,Entire home/apt,4,1.0,1.0,0.0,799.0,5.0,4.0
43467879,https://www.airbnb.com/rooms/43467879,Botafogo,-22.94711,-43.18348,Entire home/apt,4,1.0,1.0,2.0,211.0,4.7,4.64
1116769295486979896,https://www.airbnb.com/rooms/1116769295486979896,Gamboa,-22.8950173,-43.1942022,Entire home/apt,3,1.0,2.0,2.0,194.0,4.82,4.76
1271979055284270078,https://www.airbnb.com/rooms/1271979055284270078,Botafogo,-22.9494664,-43.1822391,Entire home/apt,2,1.0,1.0,1.0,175.0,4.92,4.79
1005880287521707903,https://www.airbnb.com/rooms/1005880287521707903,Ipanema,-22.9867635,-43.1896324,Entire home/apt,2,1.0,1.0,1.0,267.0,4.79,4.71
563220835893790941,https://www.airbnb.com/rooms/563220835893790941,Ipanema,-22.983763,-43.208496,Entire home/apt,4,2.0,2.0,3.0,572.0,4.88,4.67
31232638,https://www.airbnb.com/rooms/31232638,Tijuca,-22.9292,-43.2407,Private room,1,1.0,1.0,1.0,100.0,4.93,4.88
742556676509653910,https://www.airbnb.com/rooms/742556676509653910,Leblon,-22.98463,-43.22147,Entire home/apt,5,1.5,2.0,6.0,468.0,4.86,4.75
681903112422127444,https://www.airbnb.com/rooms/681903112422127444,Jacarepaguá,-22.9707,-43.41319,Entire home/apt,4,2.0,2.0,2.0,510.0,4.86,5.0
1446439436393670953,https://www.airbnb.com/rooms/1446439436393670953,Centro,-22.90125122818318,-43.18058388007967,Entire home/apt,3,1.0,1.0,2.0,591.0,,
1109680372344079430,https://www.airbnb.com/rooms/1109680372344079430,Barra da Tijuca,-23.00912341089334,-43.42866059417951,Entire home/apt,5,2.0,2.0,3.0,202.0,4.94,4.9
939793241770542524,https://www.airbnb.com/rooms/939793241770542524,Jacarepaguá,-22.971187538110605,-43.397112898528576,Entire home/apt,6,1.0,2.0,2.0,358.0,4.65,4.69
1045549307804159591,https://www.airbnb.com/rooms/1045549307804159591,Leblon,-22.981099494779965,-43.22399843484163,Entire home/apt,4,2.0,2.0,2.0,698.0,5.0,5.0
1236850332545689988,https://www.airbnb.com/rooms/1236850332545689988,Barra da Tijuca,-23.001971450518354,-43.31280671060085,Entire home/apt,6,2.5,2.0,2.0,830.0,4.97,4.91
1207305767195140860,https://www.airbnb.com/rooms/1207305767195140860,Copacabana,-22.96824039127415,-43.19085534418029,Private room,3,1.0,1.0,3.0,255.0,5.0,4.86
1195843800864132067,https://www.airbnb.com/rooms/1195843800864132067,Copacabana,-22.9677482,-43.1820153,Entire home/apt,2,1.0,1.0,1.0,264.0,5.0,4.63
12007920,https://www.airbnb.com/rooms/12007920,Leme,-22.96296,-43.17009,Entire home/apt,4,1.0,2.0,2.0,542.0,4.9,4.9
914495895271138743,https://www.airbnb.com/rooms/914495895271138743,Copacabana,-22.9719179,-43.1853808,Entire home/apt,6,2.5,2.0,2.0,691.0,4.6,4.8
1281274422573353639,https://www.airbnb.com/rooms/1281274422573353639,Barra da Tijuca,-23.0105656,-43.3305136,Entire home/apt,4,2.0,2.0,3.0,463.0,4.9,5.0
1087147607595722795,https://www.airbnb.com/rooms/1087147607595722795,Copacabana,-22.9640442,-43.1750444,Entire home/apt,4,1.0,1.0,2.0,360.0,4.8,5.0
1427059970800410482,https://www.airbnb.com/rooms/1427059970800410482,Copacabana,-22.98491,-43.19206,Entire home/apt,2,1.0,1.0,1.0,319.0,,
725432032091903269,https://www.airbnb.com/rooms/725432032091903269,Copacabana,-22.9832192,-43.1919477,Entire home/apt,2,1.0,1.0,1.0,353.0,5.0,5.0
52103064,https://www.airbnb.com/rooms/52103064,Copacabana,-22.97946,-43.19152,Entire home/apt,2,1.0,1.0,1.0,194.0,4.45,4.53
2330025,https://www.airbnb.com/rooms/2330025,Leblon,-22.98425,-43.21614,Entire home/apt,4,1.0,1.0,5.0,550.0,,
12084032,https://www.airbnb.com/rooms/12084032,Copacabana,-22.98253,-43.19535,Entire home/apt,3,1.0,1.0,2.0,130.0,4.86,4.84
1442291631031868120,https://www.airbnb.com/rooms/1442291631031868120,Barra da Tijuca,-23.00825,-43.36519,Entire home/apt,4,1.0,1.0,4.0,477.0,,
1166125661263273849,https://www.airbnb.com/rooms/1166125661263273849,Copacabana,-22.96728,-43.18637,Entire home/apt,4,1.0,1.0,1.0,226.0,4.96,4.92
1141029514469958277,https://www.airbnb.com/rooms/1141029514469958277,Botafogo,-22.9458374,-43.1837305,Entire home/apt,5,1.5,2.0,3.0,340.0,4.98,4.92
1076843588537737985,https://www.airbnb.com/rooms/1076843588537737985,Copacabana,-22.9738058208166,-43.19384001195431,Private room,4,1.0,1.0,3.0,513.0,,
1011822778088140473,https://www.airbnb.com/rooms/1011822778088140473,Camorim,-22.98378363561166,-43.41567948460579,Private room,2,1.0,1.0,1.0,253.0,5.0,4.88
871387258597775956,https://www.airbnb.com/rooms/871387258597775956,Barra da Tijuca,-23.00183,-43.30856,Entire home/apt,2,1.0,1.0,1.0,321.0,4.89,4.85
1078425278566502812,https://www.airbnb.com/rooms/1078425278566502812,Vidigal,-22.9939773,-43.2364188,Private room,2,1.0,1.0,1.0,487.0,5.0,5.0
32931362,https://www.airbnb.com/rooms/32931362,Jacarepaguá,-22.96904,-43.39122,Entire home/apt,6,2.0,3.0,4.0,430.0,4.94,4.9
757859518731242328,https://www.airbnb.com/rooms/757859518731242328,Leblon,-22.98323,-43.22094,Entire home/apt,2,1.0,1.0,2.0,432.0,4.75,4.63
1034389622936033661,https://www.airbnb.com/rooms/1034389622936033661,Copacabana,-22.96712451307002,-43.1808115169406,Entire home/apt,4,2.0,2.0,3.0,170.0,4.94,4.89
1242221398013911112,https://www.airbnb.com/rooms/1242221398013911112,Recreio dos Bandeirantes,-23.02213,-43.48114,Private room,4,1.0,1.0,2.0,252.0,5.0,5.0
1037905345062889084,https://www.airbnb.com/rooms/1037905345062889084,Copacabana,-22.96710008864065,-43.18759869251896,Entire home/apt,2,1.0,1.0,1.0,200.0,5.0,5.0
41076216,https://www.airbnb.com/rooms/41076216,Copacabana,-22.98124,-43.19339,Entire home/apt,4,1.0,1.0,2.0,233.0,4.77,4.68
935727165595911449,https://www.airbnb.com/rooms/935727165595911449,Barra da Tijuca,-23.009313856681548,-43.34075596050539,Entire home/apt,6,1.0,2.0,1.0,539.0,5.0,4.8
46530322,https://www.airbnb.com/rooms/46530322,Centro,-22.90768,-43.18463,Entire home/apt,4,1.0,1.0,2.0,128.0,4.92,4.82
757168930118731590,https://www.airbnb.com/rooms/757168930118731590,Recreio dos Bandeirantes,-23.0206415,-43.4868122,Private room,2,1.0,1.0,1.0,162.0,5.0,5.0
23882820,https://www.airbnb.com/rooms/23882820,Recreio dos Bandeirantes,-23.01722,-43.46176,Private room,2,1.0,1.0,1.0,582.0,4.96,4.94
705651464042243083,https://www.airbnb.com/rooms/705651464042243083,Copacabana,-22.98323,-43.18977,Entire home/apt,4,1.0,1.0,2.0,270.0,4.67,4.4
13417200,https://www.airbnb.com/rooms/13417200,Jacarepaguá,-22.97062,-43.39654,Entire home/apt,6,2.0,2.0,2.0,800.0,,
47003768,https://www.airbnb.com/rooms/47003768,Barra da Tijuca,-23.00904,-43.3286,Entire home/apt,4,1.0,1.0,3.0,1003.0,4.9,4.77
